"ContractLocation","VendorFolder","Filename","FilePath","Extension","FileCreatedDate","DocType","HasSignedKeyword","SigningStatus","IsAmendment","AmendmentNumber","VersionLabel","DateInFilename","CounterpartyName","EffectiveDate","ExpirationDate","Notes"
"01 Active Contracts","Southern Installation Services","Southern Installation Services-signed.pdf","Southern Installation Services/Southern Installation Services-signed.pdf",".pdf","2026-05-16","Other","True","Signed","False","","","","Southern Installation Services","2026-05-16","",""
"01 Active Contracts","Southworth","Mutual NDA- Southworth Products - signed.pdf","Southworth/Mutual NDA- Southworth Products - signed.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","","Southworth","2026-01-14","",""
"01 Active Contracts","SPF (Southern Precision Fabrication)","SPF NDA 3-31-2023 _Executed_.pdf","SPF (Southern Precision Fabrication)/SPF NDA 3-31-2023 _Executed_.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","","SPF (Southern Precision Fabrication)","2026-01-14","",""
"01 Active Contracts","SPF (Southern Precision Fabrication)","SPF NDA 4_4_2023_Executed_Final.pdf","SPF (Southern Precision Fabrication)/SPF NDA 4_4_2023_Executed_Final.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","","SPF (Southern Precision Fabrication)","2026-01-14","",""
"01 Active Contracts","Spring Automation","Mutual NDA DCS to Spring Automation FE 6.4.2024.pdf","Spring Automation/Mutual NDA DCS to Spring Automation FE 6.4.2024.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","6.4.2024","Spring Automation","2026-01-14","",""
"01 Active Contracts","SRS Conveyor","Mutual NDA- SRS Conveyor - signed.pdf","SRS Conveyor/Mutual NDA- SRS Conveyor - signed.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","","SRS Conveyor","2026-01-14","",""
"01 Active Contracts","SRT Group Inc","DCS Vendor Mutual NDA to SRT Group Inc - signed 4.23.2025.pdf","SRT Group Inc/DCS Vendor Mutual NDA to SRT Group Inc - signed 4.23.2025.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","4.23.2025","SRT Group Inc","2026-01-14","",""
"01 Active Contracts","Starrett","Mutual Confidentiality Agreement (A6993125x7A575) prepared by Mirick O'Connell Signed by DCS.pdf","Starrett/Mutual Confidentiality Agreement (A6993125x7A575) prepared by Mirick O'Connell Signed by DCS.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","","Starrett","2026-01-14","",""
"01 Active Contracts","SteelPro","Mutual NDA- SteelPro - signed.pdf","SteelPro/Mutual NDA- SteelPro - signed.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","","SteelPro","2026-01-14","",""
"01 Active Contracts","Stock MHS","Stock MHS NDA 3-31-2023 - signed.pdf","Stock MHS/Stock MHS NDA 3-31-2023 - signed.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","","Stock MHS","2026-01-14","",""
"01 Active Contracts","Stord","Vendor MNDA (Designed Conveyor Systems, LLC and Stord, Inc.).pdf","Stord/Vendor MNDA (Designed Conveyor Systems, LLC and Stord, Inc.).pdf",".pdf","2026-05-16","MNDA","True","Signed","False","","","","Stord","2026-05-16","",""
"01 Active Contracts","StructShare","DCS Non-Disclosure Agreement-StructshareREV1 - signed.pdf","StructShare/DCS Non-Disclosure Agreement-StructshareREV1 - signed.pdf",".pdf","2026-01-15","MNDA","True","Signed","False","","REV1","","StructShare","2026-01-15","",""
"01 Active Contracts","SwiftCount","DCS_SwiftCount_Mutual NDA_2022 04 26 - signed.pdf","SwiftCount/DCS_SwiftCount_Mutual NDA_2022 04 26 - signed.pdf",".pdf","2026-05-15","MNDA","True","Signed","False","","","","SwiftCount","2026-05-15","",""
"01 Active Contracts","Swisslog","MNDA DCS to Swisslog Signed 8.29.2024.pdf","Swisslog/MNDA DCS to Swisslog Signed 8.29.2024.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","8.29.2024","Swisslog","2026-01-14","",""
"01 Active Contracts","syncreon","syncreon NDA.pdf","syncreon/syncreon NDA.pdf",".pdf","2026-01-14","MNDA","False","Signed","False","","","","syncreon","2026-01-14","",""
"01 Active Contracts","TE Connectivity","NDA-Designed Conveyor Systems LLC.pdf","TE Connectivity/NDA-Designed Conveyor Systems LLC.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","","TE Connectivity","2026-01-14","",""
"01 Active Contracts","TEC Integration","Mutual NDA DCS to TEC Integration - signed 8.14.2024.pdf","TEC Integration/Mutual NDA DCS to TEC Integration - signed 8.14.2024.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","8.14.2024","TEC Integration","2026-01-14","",""
"01 Active Contracts","Tenivus","Mutual NDA- Tenivus - signed.pdf","Tenivus/Mutual NDA- Tenivus - signed.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","","Tenivus","2026-01-14","",""
"01 Active Contracts","Tevora","DCS Tevora NDA 20240102 - Final Executed.pdf","Tevora/DCS Tevora NDA 20240102 - Final Executed.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","Final","20240102","Tevora","2026-01-14","",""
"01 Active Contracts","Tevora","DCS Tevora NDA 20240102 - signed by Tevora.pdf","Tevora/DCS Tevora NDA 20240102 - signed by Tevora.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","20240102","Tevora","2026-01-14","",""
"01 Active Contracts","The Installation Team","DCS Vendor Mutual NDA to The Installation Team - signed 7.28.2025.pdf","The Installation Team/DCS Vendor Mutual NDA to The Installation Team - signed 7.28.2025.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","7.28.2025","The Installation Team","2026-01-14","",""
"01 Active Contracts","Tompkins Robotics","Designed Conveyor System NDA Fully Executed.pdf","Tompkins Robotics/Designed Conveyor System NDA Fully Executed.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","","Tompkins Robotics","2026-01-14","",""
"01 Active Contracts","ToolCraft","Mutual NDA- ToolCraft - signed.pdf","ToolCraft/Mutual NDA- ToolCraft - signed.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","","ToolCraft","2026-01-14","",""
"01 Active Contracts","TPIA LLC","DCS Vendor Mutual NDA to TPIA LLC 10.28.2024.pdf","TPIA LLC/DCS Vendor Mutual NDA to TPIA LLC 10.28.2024.pdf",".pdf","2026-01-14","MNDA","False","Signed","False","","","10.28.2024","TPIA LLC","2026-01-14","",""
"01 Active Contracts","Trew","Mutual NDA- Final - signed.pdf","Trew/Mutual NDA- Final - signed.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","Final","","Trew","2026-01-14","",""
"01 Active Contracts","Trimasys","Trimasys DCS MNDA 12.19.25 v1 - signed.pdf","Trimasys/Trimasys DCS MNDA 12.19.25 v1 - signed.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","12.19.25","Trimasys","2026-01-14","",""
"01 Active Contracts","Trinity Controls","Mutual NDA- Trinity - signed.pdf","Trinity Controls/Mutual NDA- Trinity - signed.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","","Trinity Controls","2026-01-14","",""
"01 Active Contracts","Trinity Solutions","Mutual NDA- Trinity - signed.pdf","Trinity Solutions/Mutual NDA- Trinity - signed.pdf",".pdf","2026-05-15","MNDA","True","Signed","False","","","","Trinity Solutions","2026-05-15","",""
"01 Active Contracts","Turn Key Key Installation LLC","DCS Vendor Mutual NDA to Turn Key Key Installation LLC - signed 1.7.2025.pdf","Turn Key Key Installation LLC/DCS Vendor Mutual NDA to Turn Key Key Installation LLC - signed 1.7.2025.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","1.7.2025","Turn Key Key Installation LLC","2026-01-14","",""
"01 Active Contracts","Udemy","Mutual NDA- Udemy - signed.pdf","Udemy/Mutual NDA- Udemy - signed.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","","Udemy","2026-01-14","",""
"01 Active Contracts","UNARCO","UNARCO Material Handling - signed.pdf","UNARCO/UNARCO Material Handling - signed.pdf",".pdf","2026-05-16","Other","True","Signed","False","","","","UNARCO","2026-05-16","",""
"01 Active Contracts","UnderArmor","UA MNDA  (Fillable form fields PDF 2.2021).pdf","UnderArmor/UA MNDA  (Fillable form fields PDF 2.2021).pdf",".pdf","2026-01-14","MNDA","False","Signed","False","","","","UnderArmor","2026-01-14","",""
"01 Active Contracts","UnderArmor","UA MNDA  4_4_24(Fillable form fields, PDF 2.2021).pdf","UnderArmor/UA MNDA  4_4_24(Fillable form fields, PDF 2.2021).pdf",".pdf","2026-01-14","MNDA","False","Signed","False","","","4_4_24","UnderArmor","2026-01-14","",""
"01 Active Contracts","UNI Express","UNI Express  - DCS Mutual NDA - for execution - signed.pdf","UNI Express/UNI Express  - DCS Mutual NDA - for execution - signed.pdf",".pdf","2026-05-15","MNDA","True","Signed","False","","","","UNI Express","2026-05-15","",""
"01 Active Contracts","Unitech srl","DCS Vendor Mutual NDA to Unitech srl - signed 5.14.2025.pdf","Unitech srl/DCS Vendor Mutual NDA to Unitech srl - signed 5.14.2025.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","5.14.2025","Unitech srl","2026-01-14","",""
"01 Active Contracts","UniUni","UNI Express  - DCS Mutual NDA - for execution - signed.pdf","UniUni/UNI Express  - DCS Mutual NDA - for execution - signed.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","","UniUni","2026-01-14","",""
"01 Active Contracts","UniUni","UniUni - DCS Mutual NDA - signed.pdf","UniUni/UniUni - DCS Mutual NDA - signed.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","","UniUni","2026-01-14","",""
"01 Active Contracts","Universal Robotics","DCS Mutual NDA Universal Robotics 20200602-signed.pdf","Universal Robotics/DCS Mutual NDA Universal Robotics 20200602-signed.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","20200602","Universal Robotics","2026-01-14","",""
"01 Active Contracts","Universal Robotics","DCS Universal Logic_NDA-signed.pdf","Universal Robotics/DCS Universal Logic_NDA-signed.pdf",".pdf","2026-05-15","MNDA","True","Signed","False","","","","Universal Robotics","2026-05-15","",""
"01 Active Contracts","Uptime","UpTime-DCS Vendor Mutual NDA 01.07 - signed.pdf","Uptime/UpTime-DCS Vendor Mutual NDA 01.07 - signed.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","","Uptime","2026-01-14","",""
"01 Active Contracts","Upward Farms","Upward_Farms_Mutual_NDA.pdf","Upward Farms/Upward_Farms_Mutual_NDA.pdf",".pdf","2026-05-15","MNDA","False","Signed","False","","","","Upward Farms","2026-05-15","",""
"01 Active Contracts","US Robotics","Mutual NDA_standard US Robotics Designed Conveyor Systems (DCS).pdf","US Robotics/Mutual NDA_standard US Robotics Designed Conveyor Systems (DCS).pdf",".pdf","2026-05-16","MNDA","True","Signed","False","","","","US Robotics","2026-05-16","",""
"01 Active Contracts","USPS","Executed Postal Service DCS NDA.pdf","USPS/Executed Postal Service DCS NDA.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","","USPS","2026-01-14","",""
"01 Active Contracts","USPS","Executed USPS - DCS MNDA 01.29.25.pdf","USPS/Executed USPS - DCS MNDA 01.29.25.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","01.29.25","USPS","2026-01-14","",""
"01 Active Contracts","Vecna Robotics","Mutual NDA- Vecna Designed Conveyor Systems LLC.pdf","Vecna Robotics/Mutual NDA- Vecna Designed Conveyor Systems LLC.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","","Vecna Robotics","2026-01-14","",""
"01 Active Contracts","Velocity","DCS to Velocity Master Subcontractor Agreement FE 6.6.2024.pdf","Velocity/DCS to Velocity Master Subcontractor Agreement FE 6.6.2024.pdf",".pdf","2026-01-14","Subcontract","True","Signed","False","","","6.6.2024","Velocity","2026-01-14","",""
"01 Active Contracts","Velocity Conveyor","Mutual NDA- Velocity - signed.pdf","Velocity Conveyor/Mutual NDA- Velocity - signed.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","","Velocity Conveyor","2026-01-14","",""
"01 Active Contracts","Ventura Foods","MUTUAL CONFIDENTIALITY AND NONDISCLOSURE AGREEMENT DESIGNED CONVEYOR VENTURA FULLY SIGNED.pdf","Ventura Foods/MUTUAL CONFIDENTIALITY AND NONDISCLOSURE AGREEMENT DESIGNED CONVEYOR VENTURA FULLY SIGNED.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","","Ventura Foods","2026-01-14","",""
"01 Active Contracts","Ventura Foods","MUTUAL CONFIDENTIALITY AND NONDISCLOSURE AGREEMENT DESIGNED CONVEYOR VENTURA.pdf","Ventura Foods/MUTUAL CONFIDENTIALITY AND NONDISCLOSURE AGREEMENT DESIGNED CONVEYOR VENTURA.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","","Ventura Foods","2026-01-14","",""
"01 Active Contracts","Vertex Form 3D LLC","DCS Vendor Mutual NDA to Vertex Form 3D LLC - signed 4.3.2025.pdf","Vertex Form 3D LLC/DCS Vendor Mutual NDA to Vertex Form 3D LLC - signed 4.3.2025.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","4.3.2025","Vertex Form 3D LLC","2026-01-14","",""
"01 Active Contracts","Vertex Form 3D LLC","Enterprise_License_Agreement_01.14.26 - signed.pdf","Vertex Form 3D LLC/Enterprise_License_Agreement_01.14.26 - signed.pdf",".pdf","2026-01-19","EULA","True","Signed","False","","","","Vertex Form 3D LLC","2026-01-19","",""
"01 Active Contracts","Vertex Form 3D LLC","Form NDA -- iHerb 081518 (Fully Executed).pdf","Vertex Form 3D LLC/Form NDA -- iHerb 081518 (Fully Executed).pdf",".pdf","2026-05-15","MNDA","True","Signed","False","","","","Vertex Form 3D LLC","2026-05-15","",""
"01 Active Contracts","VisionNav","Mutual NDA DCS to VisionNav FE 6.21.2024.pdf","VisionNav/Mutual NDA DCS to VisionNav FE 6.21.2024.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","6.21.2024","VisionNav","2026-01-14","",""
"01 Active Contracts","Voelker Controls Company","DCS Vendor Mutual NDA to Voelker Controls Company - signed 11.18.2024.pdf","Voelker Controls Company/DCS Vendor Mutual NDA to Voelker Controls Company - signed 11.18.2024.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","11.18.2024","Voelker Controls Company","2026-01-14","",""
"01 Active Contracts","Voestalpine","DCS Supplier Mutual NDA 12.13.2024 SIMPL Fully Executed.pdf","Voestalpine/DCS Supplier Mutual NDA 12.13.2024 SIMPL Fully Executed.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","12.13.2024","Voestalpine","2026-01-14","",""
"01 Active Contracts","Walmart","Walmart Advanced Systems & Robotics Inc. MNDA.pdf","Walmart/Walmart Advanced Systems & Robotics Inc. MNDA.pdf",".pdf","2026-01-14","MNDA","False","Signed","False","","","","Walmart","2026-01-14","",""
"01 Active Contracts","WDE","Mutual NDA - WDE - signed.pdf","WDE/Mutual NDA - WDE - signed.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","","WDE","2026-01-14","",""
"01 Active Contracts","WDPR","WDPR_Docusign_26013DQDesignedConveyorSys- (1).pdf","WDPR/WDPR_Docusign_26013DQDesignedConveyorSys- (1).pdf",".pdf","2026-05-16","Other","True","Signed","False","","","","WDPR","2026-05-16","",""
"01 Active Contracts","Western States Fire Protection","Mutual NDA Western States Fire Protection - signed.pdf","Western States Fire Protection/Mutual NDA Western States Fire Protection - signed.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","","Western States Fire Protection","2026-01-14","",""
"01 Active Contracts","Williams Sonoma","WSI Mutual Nondisclosure Agreement DCS Signed.pdf","Williams Sonoma/WSI Mutual Nondisclosure Agreement DCS Signed.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","","Williams Sonoma","2026-01-14","",""
"01 Active Contracts","Winery NC","CW2333327 - NDA - Mutual - Winery  NC(FINAL 012020).DOCX - signed.pdf","Winery NC/CW2333327 - NDA - Mutual - Winery  NC(FINAL 012020).DOCX - signed.pdf",".pdf","2026-05-16","MNDA","True","Signed","False","","Final","","Winery NC","2026-05-16","",""
"01 Active Contracts","Winsupply","DCS MNDA Winsupply Inc 02.12.26 Fully Executed.pdf","Winsupply/DCS MNDA Winsupply Inc 02.12.26 Fully Executed.pdf",".pdf","2026-05-16","MNDA","True","Signed","False","","","02.12.26","Winsupply","2026-05-16","",""
"01 Active Contracts","WSI","WSI Mutual Nondisclosure Agreement DCS Signed.pdf","WSI/WSI Mutual Nondisclosure Agreement DCS Signed.pdf",".pdf","2026-05-16","MNDA","True","Signed","False","","","","WSI","2026-05-16","",""
"01 Active Contracts","Yaskawa America Inc","DCS Vendor Mutual NDA to Yaskawa America Inc - signed 11.8.2024.pdf","Yaskawa America Inc/DCS Vendor Mutual NDA to Yaskawa America Inc - signed 11.8.2024.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","11.8.2024","Yaskawa America Inc","2026-01-14","",""
"01 Active Contracts","Yoder Services","DCS Vendor Mutual NDA to Yoder Services -  9.3.2024.pdf","Yoder Services/DCS Vendor Mutual NDA to Yoder Services -  9.3.2024.pdf",".pdf","2026-01-14","MNDA","False","Signed","False","","","9.3.2024","Yoder Services","2026-01-14","",""
"01 Active Contracts","Zebra-Fletch","Designed Conveyor Systems-NDA-2022-10-18 - signed.pdf","Zebra-Fletch/Designed Conveyor Systems-NDA-2022-10-18 - signed.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","2022-10-18","Zebra-Fletch","2026-01-14","",""
"01 Active Contracts","Zone 4 Systems Integration and Design","Zone 4 - DCS Mutual NDA - signed.pdf","Zone 4 Systems Integration and Design/Zone 4 - DCS Mutual NDA - signed.pdf",".pdf","2026-01-14","MNDA","True","Signed","False","","","","Zone 4 Systems Integration and Design","2026-01-14","",""
"02 Unsigned Contracts","A. MNDA Template","DCS Vendor Mutual NDA 1.docx","A. MNDA Template/DCS Vendor Mutual NDA 1.docx",".docx","2026-01-14","MNDA","False","Unsigned","False","","","","A. MNDA Template","2026-01-14","",""
"02 Unsigned Contracts","A. MNDA Template","DCS Vendor Mutual NDA 12.13.2024.docx","A. MNDA Template/DCS Vendor Mutual NDA 12.13.2024.docx",".docx","2026-01-14","MNDA","False","Unsigned","False","","","12.13.2024","A. MNDA Template","2026-01-14","",""
"02 Unsigned Contracts","Accutech Packaging","Accutech Packaging NDA.docx","Accutech Packaging/Accutech Packaging NDA.docx",".docx","2026-01-14","MNDA","False","Unsigned","False","","","","Accutech Packaging","2026-01-14","",""
"02 Unsigned Contracts","Accutech Packaging","Accutech Packaging NDA.pdf","Accutech Packaging/Accutech Packaging NDA.pdf",".pdf","2026-01-14","NDA","False","Unsigned","False","","","","Accutech Packaging","2026-01-14","",""
"03 Archived Contracts","ACI Licenses","AL Contractor License.pdf","ACI Licenses/AL Contractor License.pdf",".pdf","2026-01-14","License","False","Unsigned","False","","","","ACI Licenses","2026-01-14","",""
"02 Unsigned Contracts","ACI Licenses","AZ Contractor License.pdf","ACI Licenses/AZ Contractor License.pdf",".pdf","2026-01-14","License","False","Unsigned","False","","","","ACI Licenses","2026-01-14","",""
"02 Unsigned Contracts","ACI Licenses","FL Contractor License.pdf","ACI Licenses/FL Contractor License.pdf",".pdf","2026-01-14","License","False","Unsigned","False","","","","ACI Licenses","2026-01-14","",""
"02 Unsigned Contracts","ACI Licenses","TN Contractor License.pdf","ACI Licenses/TN Contractor License.pdf",".pdf","2026-01-14","License","False","Unsigned","False","","","","ACI Licenses","2026-01-14","",""
