"ContractLocation","VendorFolder","Filename","FilePath","Extension","FileCreatedDate","DocType","HasSignedKeyword","SigningStatus","IsAmendment","AmendmentNumber","VersionLabel","DateInFilename","CounterpartyName","EffectiveDate","ExpirationDate","Notes"
"02 Unsigned Contracts","Berkshire Grey","Design Conveyor Systems MNDA 2022-03-10.pdf","Berkshire Grey/Design Conveyor Systems MNDA 2022-03-10.pdf",".pdf","2026-01-14","MNDA","False","Unsigned","False","","","2022-03-10","Berkshire Grey","2026-01-14","",""
"02 Unsigned Contracts","Beumer","BC Mutual NDA 2023.pdf","Beumer/BC Mutual NDA 2023.pdf",".pdf","2026-01-14","MNDA","False","Unsigned","False","","","","Beumer","2026-01-14","",""
"02 Unsigned Contracts","Beumer","DCS_BEUMER_MNDA_09152021_Signed.pdf","Beumer/DCS_BEUMER_MNDA_09152021_Signed.pdf",".pdf","2026-05-15","MNDA","True","Unsigned","False","","","","Beumer","2026-05-15","",""
"02 Unsigned Contracts","Big Bay Holdings","Mutual NDA Template_Feb 2022.docx","Big Bay Holdings/Mutual NDA Template_Feb 2022.docx",".docx","2026-01-14","MNDA","False","Unsigned","False","","","","Big Bay Holdings","2026-01-14","",""
"02 Unsigned Contracts","Bridgestone","Bridgestone Standard Terms and Conditions.pdf","Bridgestone/Bridgestone Standard Terms and Conditions.pdf",".pdf","2026-05-16","Other-T&C","False","Unsigned","False","","","","Bridgestone","2026-05-16","",""
"02 Unsigned Contracts","Bridgestone","NDA - BRIDGESTONE 2017.docx","Bridgestone/NDA - BRIDGESTONE 2017.docx",".docx","2026-01-14","NDA","False","Unsigned","False","","","","Bridgestone","2026-01-14","",""
"02 Unsigned Contracts","Bridgestone","NDA - BRIDGESTONE 2017.pdf","Bridgestone/NDA - BRIDGESTONE 2017.pdf",".pdf","2026-01-14","NDA","False","Unsigned","False","","","","Bridgestone","2026-01-14","",""
"02 Unsigned Contracts","BrightPick","DCS x Brightpick MNDA.docx","BrightPick/DCS x Brightpick MNDA.docx",".docx","2026-01-14","MNDA","False","Unsigned","False","","","","BrightPick","2026-01-14","",""
"02 Unsigned Contracts","BrightPick","DCS x Brightpick MNDA.pdf","BrightPick/DCS x Brightpick MNDA.pdf",".pdf","2026-01-14","MNDA","False","Unsigned","False","","","","BrightPick","2026-01-14","",""
"02 Unsigned Contracts","BrightPick","Mutual NDA- Brightpick x DCS_020224.docx","BrightPick/Mutual NDA- Brightpick x DCS_020224.docx",".docx","2026-01-14","MNDA","False","Unsigned","False","","","","BrightPick","2026-01-14","",""
"02 Unsigned Contracts","BrightPick","Mutual NDA- Brightpick x DCS.docx","BrightPick/Mutual NDA- Brightpick x DCS.docx",".docx","2026-01-14","MNDA","False","Unsigned","False","","","","BrightPick","2026-01-14","",""
"02 Unsigned Contracts","BrightPick","Mutual NDA- Brightpick x DCS.pdf","BrightPick/Mutual NDA- Brightpick x DCS.pdf",".pdf","2026-01-14","MNDA","False","Unsigned","False","","","","BrightPick","2026-01-14","",""
"02 Unsigned Contracts","Caljan Inc","Caljan NDA.docx","Caljan Inc/Caljan NDA.docx",".docx","2026-01-14","NDA","False","Unsigned","False","","","","Caljan Inc","2026-01-14","",""
"02 Unsigned Contracts","Caljan Inc","Caljan NDA.pdf","Caljan Inc/Caljan NDA.pdf",".pdf","2026-01-14","NDA","False","Unsigned","False","","","","Caljan Inc","2026-01-14","",""
"02 Unsigned Contracts","Camping World","MNDA - GWGS Group.docx","Camping World/MNDA - GWGS Group.docx",".docx","2026-01-14","MNDA","False","Unsigned","False","","","","Camping World","2026-01-14","",""
"02 Unsigned Contracts","Camping World","MNDA - GWGS Group.pdf","Camping World/MNDA - GWGS Group.pdf",".pdf","2026-01-14","MNDA","False","Unsigned","False","","","","Camping World","2026-01-14","",""
"02 Unsigned Contracts","CEC Energy","Mutual NDA- CEC Energy.docx","CEC Energy/Mutual NDA- CEC Energy.docx",".docx","2026-01-14","MNDA","False","Unsigned","False","","","","CEC Energy","2026-01-14","",""
"02 Unsigned Contracts","Centerline","CENTERLINE State of Arizona Office of the Registrar of Contractors License # ROC 350537.pdf","Centerline/CENTERLINE State of Arizona Office of the Registrar of Contractors License # ROC 350537.pdf",".pdf","2026-01-14","Other","False","Unsigned","False","","","","Centerline","2026-01-14","",""
"02 Unsigned Contracts","Centerline","DCS-Centerline Master Subcontractor Agreement - FINAL 11.14.24 - signed.pdf","Centerline/DCS-Centerline Master Subcontractor Agreement - FINAL 11.14.24 - signed.pdf",".pdf","2026-01-14","Subcontract","True","Unsigned","False","","Final","11.14.24","Centerline","2026-01-14","",""
"02 Unsigned Contracts","Chapman & Co","Executed - Chapman & Co Contract to Designed Conveyor Systems, signed 11.13.2024.pdf","Chapman & Co/Executed - Chapman & Co Contract to Designed Conveyor Systems, signed 11.13.2024.pdf",".pdf","2026-01-14","Other","True","Unsigned","False","","","11.13.2024","Chapman & Co","2026-01-14","",""
"02 Unsigned Contracts","Cisco-Eagle","Mutual NDA Cisco-Eagle  DCS FINAL 01.22.2025 - signed.pdf","Cisco-Eagle/Mutual NDA Cisco-Eagle  DCS FINAL 01.22.2025 - signed.pdf",".pdf","2026-01-14","MNDA","True","Unsigned","False","","Final","01.22.2025","Cisco-Eagle","2026-01-14","",""
"02 Unsigned Contracts","CL Rieckhoff","CLR-DCS Non-Disclosure Agreement.doc","CL Rieckhoff/CLR-DCS Non-Disclosure Agreement.doc",".doc","2026-01-14","NDA","False","Unsigned","False","","","","CL Rieckhoff","2026-01-14","",""
"02 Unsigned Contracts","CL Rieckhoff","CLR-DCS Non-Disclosure Agreement.pdf","CL Rieckhoff/CLR-DCS Non-Disclosure Agreement.pdf",".pdf","2026-01-14","NDA","False","Unsigned","False","","","","CL Rieckhoff","2026-01-14","",""
"02 Unsigned Contracts","Clear Spider","DCS & CSI MNDA.pdf","Clear Spider/DCS & CSI MNDA.pdf",".pdf","2026-01-14","MNDA","False","Unsigned","False","","","","Clear Spider","2026-01-14","",""
"02 Unsigned Contracts","Cloud Animations","Cloud Animations - DCS - NDA 1-6-2022.docx","Cloud Animations/Cloud Animations - DCS - NDA 1-6-2022.docx",".docx","2026-01-14","NDA","False","Unsigned","False","","","","Cloud Animations","2026-01-14","",""
"02 Unsigned Contracts","Cloud Animations","Cloud Animations - DCS - NDA 1-6-2022.pdf","Cloud Animations/Cloud Animations - DCS - NDA 1-6-2022.pdf",".pdf","2026-01-14","NDA","False","Unsigned","False","","","","Cloud Animations","2026-01-14","",""
"02 Unsigned Contracts","CoBuilt","CoBuilt- NDA.doc","CoBuilt/CoBuilt- NDA.doc",".doc","2026-01-14","NDA","False","Unsigned","False","","","","CoBuilt","2026-01-14","",""
"02 Unsigned Contracts","CoBuilt","CoBuilt- NDA.pdf","CoBuilt/CoBuilt- NDA.pdf",".pdf","2026-01-14","NDA","False","Unsigned","False","","","","CoBuilt","2026-01-14","",""
"02 Unsigned Contracts","Contrologic LLC","Contrologic Inc NDA.docx","Contrologic LLC/Contrologic Inc NDA.docx",".docx","2026-01-14","NDA","False","Unsigned","False","","","","Contrologic LLC","2026-01-14","",""
"02 Unsigned Contracts","Contrologic LLC","Contrologic Inc NDA.pdf","Contrologic LLC/Contrologic Inc NDA.pdf",".pdf","2026-01-14","NDA","False","Unsigned","False","","","","Contrologic LLC","2026-01-14","",""
"02 Unsigned Contracts","Convey X","Mutual NDA Template_Feb 2023.docx","Convey X/Mutual NDA Template_Feb 2023.docx",".docx","2026-01-14","MNDA","False","Unsigned","False","","","","Convey X","2026-01-14","",""
"02 Unsigned Contracts","Conveyor Concepts of Michigan","MNDA DCS_11-16-22 - signed.pdf","Conveyor Concepts of Michigan/MNDA DCS_11-16-22 - signed.pdf",".pdf","2026-01-14","MNDA","True","Unsigned","False","","","","Conveyor Concepts of Michigan","2026-01-14","",""
"02 Unsigned Contracts","Conveyor Concepts of Michigan","Mutual NDA- Conveyor Concepts.docx","Conveyor Concepts of Michigan/Mutual NDA- Conveyor Concepts.docx",".docx","2026-01-14","MNDA","False","Unsigned","False","","","","Conveyor Concepts of Michigan","2026-01-14","",""
"02 Unsigned Contracts","Conveyor Concepts of Michigan","Mutual NDA- Conveyor Concepts.pdf","Conveyor Concepts of Michigan/Mutual NDA- Conveyor Concepts.pdf",".pdf","2026-01-14","MNDA","False","Unsigned","False","","","","Conveyor Concepts of Michigan","2026-01-14","",""
"02 Unsigned Contracts","Cornerstone Automation Systems(CASI)","Mutual NDA- CASI.docx","Cornerstone Automation Systems(CASI)/Mutual NDA- CASI.docx",".docx","2026-01-14","MNDA","False","Unsigned","False","","","","Cornerstone Automation Systems(CASI)","2026-01-14","",""
"02 Unsigned Contracts","Cornerstone Automation Systems(CASI)","Mutual NDA- CASI.pdf","Cornerstone Automation Systems(CASI)/Mutual NDA- CASI.pdf",".pdf","2026-01-14","MNDA","False","Unsigned","False","","","","Cornerstone Automation Systems(CASI)","2026-01-14","",""
"02 Unsigned Contracts","CTM Labeling","Mutual NDA- Associated Packaging.docx","CTM Labeling/Mutual NDA- Associated Packaging.docx",".docx","2026-01-14","MNDA","False","Unsigned","False","","","","CTM Labeling","2026-01-14","",""
"02 Unsigned Contracts","CTM Labeling","Mutual NDA- Associated Packaging.pdf","CTM Labeling/Mutual NDA- Associated Packaging.pdf",".pdf","2026-01-14","MNDA","False","Unsigned","False","","","","CTM Labeling","2026-01-14","",""
"02 Unsigned Contracts","CTM Labeling","Mutual NDA- CTM Labeling.docx","CTM Labeling/Mutual NDA- CTM Labeling.docx",".docx","2026-01-14","MNDA","False","Unsigned","False","","","","CTM Labeling","2026-01-14","",""
"02 Unsigned Contracts","Dark Threat Fabrication, LLC","DCSFAB NDA-Signed.pdf","Dark Threat Fabrication, LLC/DCSFAB NDA-Signed.pdf",".pdf","2026-05-15","NDA","True","Unsigned","False","","","","Dark Threat Fabrication, LLC","2026-05-15","",""
"02 Unsigned Contracts","Datalogic","Mutual NDA- Datalogic.docx","Datalogic/Mutual NDA- Datalogic.docx",".docx","2026-01-14","MNDA","False","Unsigned","False","","","","Datalogic","2026-01-14","",""
"02 Unsigned Contracts","Datalogic","Mutual NDA- Datalogic.pdf","Datalogic/Mutual NDA- Datalogic.pdf",".pdf","2026-01-14","MNDA","False","Unsigned","False","","","","Datalogic","2026-01-14","",""
"02 Unsigned Contracts","Datalogic","Mutual NDA- DatalogicREV1.docx","Datalogic/Mutual NDA- DatalogicREV1.docx",".docx","2026-01-14","MNDA","False","Unsigned","False","","REV1","","Datalogic","2026-01-14","",""
"02 Unsigned Contracts","DCS Fab","DCSFAB NDA-Signed.pdf","DCS Fab/DCSFAB NDA-Signed.pdf",".pdf","2026-01-14","NDA","True","Unsigned","False","","","","DCS Fab","2026-01-14","",""
"02 Unsigned Contracts","Dematic","Designed Conveyor Systems LLC_2026 Dematic Integrator Agreement 11.21.25 Signed_Fully Executed.pdf","Dematic/Designed Conveyor Systems LLC_2026 Dematic Integrator Agreement 11.21.25 Signed_Fully Executed.pdf",".pdf","2026-01-14","IPA","True","Unsigned","False","","","11.21.25","Dematic","2026-01-14","",""
"02 Unsigned Contracts","Dematic","Designed Conveyor Systems LLC_Amendment 2 to Distributor Agreement_111819 .pdf","Dematic/Designed Conveyor Systems LLC_Amendment 2 to Distributor Agreement_111819 .pdf",".pdf","2026-01-14","Amendment","True","Unsigned","True","Yes","","","Dematic","2026-01-14","",""
"02 Unsigned Contracts","Dexterity","Dexterity and DCS MNDA 05.14.25.pdf","Dexterity/Dexterity and DCS MNDA 05.14.25.pdf",".pdf","2026-01-14","MNDA","False","Unsigned","False","","","05.14.25","Dexterity","2026-01-14","",""
"02 Unsigned Contracts","DFI","Mutual NDA - DFI and DCS - Final 02.17.25 - signed.pdf","DFI/Mutual NDA - DFI and DCS - Final 02.17.25 - signed.pdf",".pdf","2026-01-14","MNDA","True","Unsigned","False","","Final","02.17.25","DFI","2026-01-14","",""
"02 Unsigned Contracts","DHL","English_Non Disclosure Agreement_US_WordFile_20170103 - DCS.pdf","DHL/English_Non Disclosure Agreement_US_WordFile_20170103 - DCS.pdf",".pdf","2026-01-14","NDA","False","Unsigned","False","","","","DHL","2026-01-14","",""
"02 Unsigned Contracts","DHL","English_Non Disclosure Agreement_US_WordFile_20170103.docx","DHL/English_Non Disclosure Agreement_US_WordFile_20170103.docx",".docx","2026-01-14","NDA","False","Unsigned","False","","","","DHL","2026-01-14","",""
"02 Unsigned Contracts","Diversified Automation","Mutual NDA- DCS_Diversifed_Final.pdf","Diversified Automation/Mutual NDA- DCS_Diversifed_Final.pdf",".pdf","2026-01-14","MNDA","False","Unsigned","False","","","","Diversified Automation","2026-01-14","",""
"02 Unsigned Contracts","Diversified Automation","Mutual NDA- Diversifed_encrypted_DA rev_BC Edits_11.9.23.docx","Diversified Automation/Mutual NDA- Diversifed_encrypted_DA rev_BC Edits_11.9.23.docx",".docx","2026-01-14","MNDA","False","Unsigned","False","","","","Diversified Automation","2026-01-14","",""
"02 Unsigned Contracts","Diversified Automation","Mutual NDA- Diversifed_encrypted_DA rev_BC Edits_4182023.docx","Diversified Automation/Mutual NDA- Diversifed_encrypted_DA rev_BC Edits_4182023.docx",".docx","2026-01-14","MNDA","False","Unsigned","False","","","","Diversified Automation","2026-01-14","",""
"02 Unsigned Contracts","Diversified Automation","Mutual NDA- Diversifed_Final_MS_11_15_23.docx","Diversified Automation/Mutual NDA- Diversifed_Final_MS_11_15_23.docx",".docx","2026-01-14","MNDA","False","Unsigned","False","","","","Diversified Automation","2026-01-14","",""
"02 Unsigned Contracts","Diversified Automation","Mutual NDA- Diversifed_Final_MS_11_15_23.pdf","Diversified Automation/Mutual NDA- Diversifed_Final_MS_11_15_23.pdf",".pdf","2026-01-14","MNDA","False","Unsigned","False","","","","Diversified Automation","2026-01-14","",""
"02 Unsigned Contracts","Diversified Automation","Mutual NDA- Diversifed.docx","Diversified Automation/Mutual NDA- Diversifed.docx",".docx","2026-01-14","MNDA","False","Unsigned","False","","","","Diversified Automation","2026-01-14","",""
"02 Unsigned Contracts","Diversified Automation","Mutual NDA- Diversifed.pdf","Diversified Automation/Mutual NDA- Diversifed.pdf",".pdf","2026-01-14","MNDA","False","Unsigned","False","","","","Diversified Automation","2026-01-14","",""
"02 Unsigned Contracts","DJH","DSC Mutual Nondisclosure Agreement - DJH Signed - signed.pdf","DJH/DSC Mutual Nondisclosure Agreement - DJH Signed - signed.pdf",".pdf","2026-05-16","MNDA","True","Unsigned","False","","","","DJH","2026-05-16","",""
"02 Unsigned Contracts","DMI.DEI","Mutual NDA- DMI.DEI.docx","DMI.DEI/Mutual NDA- DMI.DEI.docx",".docx","2026-01-14","MNDA","False","Unsigned","False","","","","DMI.DEI","2026-01-14","",""
"02 Unsigned Contracts","DMI.DEI","Mutual NDA- DMI.DEI.pdf","DMI.DEI/Mutual NDA- DMI.DEI.pdf",".pdf","2026-01-14","MNDA","False","Unsigned","False","","","","DMI.DEI","2026-01-14","",""
"02 Unsigned Contracts","Doral Corp","Doral- 27157 Amazon SNJ5- Subcontract Agreement Final 01.27.26.pdf","Doral Corp/Doral- 27157 Amazon SNJ5- Subcontract Agreement Final 01.27.26.pdf",".pdf","2026-01-29","Subcontract","False","Unsigned","False","","Final","01.27.26","Doral Corp","2026-01-29","",""
"02 Unsigned Contracts","DOT Foods","Standard MNDA - Dot Foods Inc. - 2022.10.19.docx","DOT Foods/Standard MNDA - Dot Foods Inc. - 2022.10.19.docx",".docx","2026-01-14","MNDA","False","Unsigned","False","","","","DOT Foods","2026-01-14","",""
"02 Unsigned Contracts","DOT Foods","Standard MNDA - Dot Foods Inc. - 2022.10.19.pdf","DOT Foods/Standard MNDA - Dot Foods Inc. - 2022.10.19.pdf",".pdf","2026-01-14","MNDA","False","Unsigned","False","","","","DOT Foods","2026-01-14","",""
"02 Unsigned Contracts","EDMCI","EDMCI Sub Agreement 2025-0554 Walmart LAX2 signed.pdf","EDMCI/EDMCI Sub Agreement 2025-0554 Walmart LAX2 signed.pdf",".pdf","2026-03-23","Subcontract","True","Unsigned","False","","","","EDMCI","2026-03-23","",""
"02 Unsigned Contracts","EuroSort","EuroSort Inc NDA.docx","EuroSort/EuroSort Inc NDA.docx",".docx","2026-01-14","NDA","False","Unsigned","False","","","","EuroSort","2026-01-14","",""
"02 Unsigned Contracts","EuroSort","EuroSort Inc NDA.pdf","EuroSort/EuroSort Inc NDA.pdf",".pdf","2026-01-14","NDA","False","Unsigned","False","","","","EuroSort","2026-01-14","",""
"02 Unsigned Contracts","Exotec","EXOTEC Inc - DCS - NDA - ENG.docx","Exotec/EXOTEC Inc - DCS - NDA - ENG.docx",".docx","2026-01-14","NDA","False","Unsigned","False","","","","Exotec","2026-01-14","",""
"02 Unsigned Contracts","Exotec","EXOTEC Inc - DCS - NDA - ENG.pdf","Exotec/EXOTEC Inc - DCS - NDA - ENG.pdf",".pdf","2026-01-14","NDA","False","Unsigned","False","","","","Exotec","2026-01-14","",""
"02 Unsigned Contracts","FAST Global Solutions","FAST - DCS Mutual NDA.docx","FAST Global Solutions/FAST - DCS Mutual NDA.docx",".docx","2026-01-14","MNDA","False","Unsigned","False","","","","FAST Global Solutions","2026-01-14","",""
"02 Unsigned Contracts","FAST Global Solutions","FAST - DCS Mutual NDA.pdf","FAST Global Solutions/FAST - DCS Mutual NDA.pdf",".pdf","2026-01-14","MNDA","False","Unsigned","False","","","","FAST Global Solutions","2026-01-14","",""
"02 Unsigned Contracts","FAST Global Solutions","FAST Global_DCS Vendor Mutual NDA 04.01.25 Final - signed.pdf","FAST Global Solutions/FAST Global_DCS Vendor Mutual NDA 04.01.25 Final - signed.pdf",".pdf","2026-01-14","MNDA","True","Unsigned","False","","Final","04.01.25","FAST Global Solutions","2026-01-14","",""
"02 Unsigned Contracts","FDH Machinery and Pumps Installation","DCS Vendor Mutual NDA to FDH Machinery and Pumps Installations 10.28.2024.pdf","FDH Machinery and Pumps Installation/DCS Vendor Mutual NDA to FDH Machinery and Pumps Installations 10.28.2024.pdf",".pdf","2026-01-14","MNDA","False","Unsigned","False","","","10.28.2024","FDH Machinery and Pumps Installation","2026-01-14","",""
"02 Unsigned Contracts","FedEx Supply Chain","TEMPLATE- VENDOR MNDA v3.08.21 DCS.pdf","FedEx Supply Chain/TEMPLATE- VENDOR MNDA v3.08.21 DCS.pdf",".pdf","2026-01-14","MNDA","False","Unsigned","False","","","","FedEx Supply Chain","2026-01-14","",""
"02 Unsigned Contracts","FedEx Supply Chain","TEMPLATE- VENDOR MNDA v3.08.21.docx","FedEx Supply Chain/TEMPLATE- VENDOR MNDA v3.08.21.docx",".docx","2026-01-14","MNDA","False","Unsigned","False","","","","FedEx Supply Chain","2026-01-14","",""
"02 Unsigned Contracts","Fetch Robotics","Designed Conveyor Systems - Locus Robotics MNDA_Fully executed.pdf","Fetch Robotics/Designed Conveyor Systems - Locus Robotics MNDA_Fully executed.pdf",".pdf","2026-05-15","MNDA","True","Unsigned","False","","","","Fetch Robotics","2026-05-15","",""
"02 Unsigned Contracts","Fetch Robotics","Non-Disclosure Agreement_Fetch.doc","Fetch Robotics/Non-Disclosure Agreement_Fetch.doc",".doc","2026-01-14","NDA","False","Unsigned","False","","","","Fetch Robotics","2026-01-14","",""
"02 Unsigned Contracts","Fetch Robotics","Non-Disclosure Agreement_Fetch.pdf","Fetch Robotics/Non-Disclosure Agreement_Fetch.pdf",".pdf","2026-01-14","NDA","False","Unsigned","False","","","","Fetch Robotics","2026-01-14","",""
"02 Unsigned Contracts","Flynn Enterprises","Non-Disclosure Agreement.doc","Flynn Enterprises/Non-Disclosure Agreement.doc",".doc","2026-01-14","NDA","False","Unsigned","False","","","","Flynn Enterprises","2026-01-14","",""
"02 Unsigned Contracts","GameStop","NDA 2020-2021.docx","GameStop/NDA 2020-2021.docx",".docx","2026-01-14","NDA","False","Unsigned","False","","","","GameStop","2026-01-14","",""
"02 Unsigned Contracts","GENESCO_Journeys","MUTUAL CONFIDENTIALITY AND NONDISCLOSURE AGREEMENT.pdf","GENESCO_Journeys/MUTUAL CONFIDENTIALITY AND NONDISCLOSURE AGREEMENT.pdf",".pdf","2026-01-14","NDA","False","Unsigned","False","","","","GENESCO_Journeys","2026-01-14","",""
"02 Unsigned Contracts","Graco Inc","Graco Form Confidentiality and Nondisclosure Agreement.docx","Graco Inc/Graco Form Confidentiality and Nondisclosure Agreement.docx",".docx","2026-01-14","NDA","False","Unsigned","False","","","","Graco Inc","2026-01-14","",""
"02 Unsigned Contracts","Habasit","Habasit Mutual NDA.docx","Habasit/Habasit Mutual NDA.docx",".docx","2026-01-14","MNDA","False","Unsigned","False","","","","Habasit","2026-01-14","",""
"02 Unsigned Contracts","Habasit","Habasit Mutual NDA.pdf","Habasit/Habasit Mutual NDA.pdf",".pdf","2026-01-14","MNDA","False","Unsigned","False","","","","Habasit","2026-01-14","",""
"02 Unsigned Contracts","HAI Robotics","Mutual NDA- HAI Robotics.docx","HAI Robotics/Mutual NDA- HAI Robotics.docx",".docx","2026-01-14","MNDA","False","Unsigned","False","","","","HAI Robotics","2026-01-14","",""
"02 Unsigned Contracts","HAI Robotics","Mutual NDA- HAI Robotics.pdf","HAI Robotics/Mutual NDA- HAI Robotics.pdf",".pdf","2026-01-14","MNDA","False","Unsigned","False","","","","HAI Robotics","2026-01-14","",""
"02 Unsigned Contracts","Harsco","Harsco- NDA.doc","Harsco/Harsco- NDA.doc",".doc","2026-01-14","NDA","False","Unsigned","False","","","","Harsco","2026-01-14","",""
"02 Unsigned Contracts","Harsco","Harsco- NDA.pdf","Harsco/Harsco- NDA.pdf",".pdf","2026-01-14","NDA","False","Unsigned","False","","","","Harsco","2026-01-14","",""
"02 Unsigned Contracts","Harsco","IKG USA_ LLC - NDA.msg","Harsco/IKG USA_ LLC - NDA.msg",".msg","2026-01-14","NDA","False","Unsigned","False","","","","Harsco","2026-01-14","",""
"02 Unsigned Contracts","Heartland Engineered Products","Heartland- NDA.doc","Heartland Engineered Products/Heartland- NDA.doc",".doc","2026-01-14","NDA","False","Unsigned","False","","","","Heartland Engineered Products","2026-01-14","",""
"02 Unsigned Contracts","Heartland Engineered Products","Heartland- NDA.pdf","Heartland Engineered Products/Heartland- NDA.pdf",".pdf","2026-01-14","NDA","False","Unsigned","False","","","","Heartland Engineered Products","2026-01-14","",""
"02 Unsigned Contracts","Heartland Engineered Products","Heartland-NDA.pdf","Heartland Engineered Products/Heartland-NDA.pdf",".pdf","2026-01-14","NDA","False","Unsigned","False","","","","Heartland Engineered Products","2026-01-14","",""
"02 Unsigned Contracts","Heartland Engineered Products","RE_ Heartland- NDA.msg","Heartland Engineered Products/RE_ Heartland- NDA.msg",".msg","2026-01-14","NDA","False","Unsigned","False","","","","Heartland Engineered Products","2026-01-14","",""
"02 Unsigned Contracts","Heartland Millwrights","Heartland NDA.doc","Heartland Millwrights/Heartland NDA.doc",".doc","2026-01-14","NDA","False","Unsigned","False","","","","Heartland Millwrights","2026-01-14","",""
"02 Unsigned Contracts","Honeywell Intelligrated","G0164333  Designed Conveyor Systems, LLC NDA-Standard Procurement Bilateral.docx.pdf","Honeywell Intelligrated/G0164333  Designed Conveyor Systems, LLC NDA-Standard Procurement Bilateral.docx.pdf",".pdf","2026-01-14","NDA","True","Unsigned","False","","","","Honeywell Intelligrated","2026-01-14","",""
"02 Unsigned Contracts","Hy-Tek","Hy Tek - Non-Disclosure Agreement - REV1.pdf","Hy-Tek/Hy Tek - Non-Disclosure Agreement - REV1.pdf",".pdf","2026-01-14","NDA","False","Unsigned","False","","REV1","","Hy-Tek","2026-01-14","",""
"02 Unsigned Contracts","Hy-Tek","Hy Tek - Non-Disclosure Agreement.doc","Hy-Tek/Hy Tek - Non-Disclosure Agreement.doc",".doc","2026-01-14","NDA","False","Unsigned","False","","","","Hy-Tek","2026-01-14","",""
"02 Unsigned Contracts","Hy-Tek","Hy-Tek - Non-Disclosure Agreement.pdf","Hy-Tek/Hy-Tek - Non-Disclosure Agreement.pdf",".pdf","2026-01-14","NDA","False","Unsigned","False","","","","Hy-Tek","2026-01-14","",""
"02 Unsigned Contracts","IMI People","IMI NDA 2022.docx","IMI People/IMI NDA 2022.docx",".docx","2026-01-14","NDA","False","Unsigned","False","","","","IMI People","2026-01-14","",""
"02 Unsigned Contracts","IMI People","IMI NDA 2022.pdf","IMI People/IMI NDA 2022.pdf",".pdf","2026-01-14","NDA","False","Unsigned","False","","","","IMI People","2026-01-14","",""
"02 Unsigned Contracts","Intellistore","DCS - Intellistore Vendor Mutual NDA Final 02.17.25 - signed.pdf","Intellistore/DCS - Intellistore Vendor Mutual NDA Final 02.17.25 - signed.pdf",".pdf","2026-01-14","MNDA","True","Unsigned","False","","Final","02.17.25","Intellistore","2026-01-14","",""
"02 Unsigned Contracts","ISI","Mutual NDA- ISI.docx","ISI/Mutual NDA- ISI.docx",".docx","2026-01-14","MNDA","False","Unsigned","False","","","","ISI","2026-01-14","",""
"02 Unsigned Contracts","ISI","Mutual NDA- ISI.pdf","ISI/Mutual NDA- ISI.pdf",".pdf","2026-01-14","MNDA","False","Unsigned","False","","","","ISI","2026-01-14","",""
"02 Unsigned Contracts","ITW","ITW NDA CJ 08.17.21.doc","ITW/ITW NDA CJ 08.17.21.doc",".doc","2026-01-14","NDA","False","Unsigned","False","","","08.17.21","ITW","2026-01-14","",""
"02 Unsigned Contracts","Jones Valley Fabrication","Jones Valley_ Signed.pdf","Jones Valley Fabrication/Jones Valley_ Signed.pdf",".pdf","2026-05-16","Other","True","Unsigned","False","","","","Jones Valley Fabrication","2026-05-16","",""
"02 Unsigned Contracts","K&N","NDA_Kuehne Nagel_Mutual NDA.doc","K&N/NDA_Kuehne Nagel_Mutual NDA.doc",".doc","2026-01-14","MNDA","False","Unsigned","False","","","","K&N","2026-01-14","",""
"02 Unsigned Contracts","Kardex","Mutual Confidentiality and Non-Disclosure Agreement Template.docx","Kardex/Mutual Confidentiality and Non-Disclosure Agreement Template.docx",".docx","2026-01-14","NDA","False","Unsigned","False","","","","Kardex","2026-01-14","",""
"02 Unsigned Contracts","Kardex","Mutual Confidentiality and Non-Disclosure Agreement Template.pdf","Kardex/Mutual Confidentiality and Non-Disclosure Agreement Template.pdf",".pdf","2026-01-14","NDA","False","Unsigned","False","","","","Kardex","2026-01-14","",""
"02 Unsigned Contracts","Kenco","KLS-2022 NDA-DCS-20220120.pdf","Kenco/KLS-2022 NDA-DCS-20220120.pdf",".pdf","2026-01-14","NDA","False","Unsigned","False","","","20220120","Kenco","2026-01-14","",""
"02 Unsigned Contracts","Kenco","KLS-2022 NDA.pdf","Kenco/KLS-2022 NDA.pdf",".pdf","2026-01-14","NDA","False","Unsigned","False","","","","Kenco","2026-01-14","",""
"02 Unsigned Contracts","Keyence","Mutual NDA- Keyence.docx","Keyence/Mutual NDA- Keyence.docx",".docx","2026-01-14","MNDA","False","Unsigned","False","","","","Keyence","2026-01-14","",""
"02 Unsigned Contracts","Keyence","Mutual NDA- Keyence.pdf","Keyence/Mutual NDA- Keyence.pdf",".pdf","2026-01-14","MNDA","False","Unsigned","False","","","","Keyence","2026-01-14","",""
"02 Unsigned Contracts","Lego","LEGO_Confidentiality  Non-Disclosure Agreement (Mutual) 2025.pdf","Lego/LEGO_Confidentiality  Non-Disclosure Agreement (Mutual) 2025.pdf",".pdf","2026-01-14","NDA","False","Unsigned","False","","","","Lego","2026-01-14","",""
"02 Unsigned Contracts","Lense","Lense Non-Disclosure Agreement.pdf","Lense/Lense Non-Disclosure Agreement.pdf",".pdf","2026-01-14","NDA","False","Unsigned","False","","","","Lense","2026-01-14","",""
"02 Unsigned Contracts","Lewco","Lewco - NDA.doc","Lewco/Lewco - NDA.doc",".doc","2026-01-14","NDA","False","Unsigned","False","","","","Lewco","2026-01-14","",""
